Log file open, 03/30/23 12:21:23
[2023.03.30-11.29.38:541][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_566' which is static to it. Aborting.
[2023.03.30-11.29.38:542][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_567' which is static to it. Aborting.
[2023.03.30-11.29.38:542][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_568' which is static to it. Aborting.
[2023.03.30-11.29.38:542][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_569' which is static to it. Aborting.
[2023.03.30-11.29.38:543][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_570' which is static to it. Aborting.
[2023.03.30-11.29.38:543][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_571' which is static to it. Aborting.
[2023.03.30-11.29.38:543][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_572' which is static to it. Aborting.
[2023.03.30-11.29.38:544][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_573' which is static to it. Aborting.
[2023.03.30-11.29.38:544][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_574' which is static to it. Aborting.
[2023.03.30-11.29.38:544][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_575' which is static to it. Aborting.
[2023.03.30-11.29.38:545][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_576' which is static to it. Aborting.
[2023.03.30-11.29.38:545][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_577' which is static to it. Aborting.
[2023.03.30-11.29.38:545][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_578' which is static to it. Aborting.
[2023.03.30-11.29.38:546][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_579' which is static to it. Aborting.
[2023.03.30-11.29.38:546][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_580' which is static to it. Aborting.
[2023.03.30-11.29.38:546][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_581' which is static to it. Aborting.
[2023.03.30-11.29.38:546][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_582' which is static to it. Aborting.
[2023.03.30-11.29.38:547][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_583' which is static to it. Aborting.
[2023.03.30-11.29.38:547][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_584' which is static to it. Aborting.
[2023.03.30-11.29.38:547][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_585' which is static to it. Aborting.
[2023.03.30-11.29.38:547][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_586' which is static to it. Aborting.
[2023.03.30-11.29.38:547][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_587' which is static to it. Aborting.
[2023.03.30-11.29.38:547][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_588' which is static to it. Aborting.
[2023.03.30-11.29.38:547][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_589' which is static to it. Aborting.
[2023.03.30-11.29.38:548][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_590' which is static to it. Aborting.
[2023.03.30-11.29.38:548][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_591' which is static to it. Aborting.
[2023.03.30-11.29.38:548][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_592' which is static to it. Aborting.
[2023.03.30-11.29.38:548][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_593' which is static to it. Aborting.
[2023.03.30-11.29.38:548][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_594' which is static to it. Aborting.
[2023.03.30-11.29.38:548][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_595' which is static to it. Aborting.
[2023.03.30-11.29.38:548][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_596' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_597' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_598' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_599' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_600' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_601' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_602' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_603' which is static to it. Aborting.
[2023.03.30-11.29.38:549][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_604' which is static to it. Aborting.
[2023.03.30-11.29.38:550][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_605' which is static to it. Aborting.
[2023.03.30-11.29.38:550][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_606' which is static to it. Aborting.
[2023.03.30-11.29.38:550][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_607' which is static to it. Aborting.
[2023.03.30-11.29.38:550][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_608' which is static to it. Aborting.
[2023.03.30-11.29.38:550][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_609' which is static to it. Aborting.
[2023.03.30-11.29.38:550][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_610' which is static to it. Aborting.
[2023.03.30-11.29.38:550][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_611' which is static to it. Aborting.
[2023.03.30-11.29.38:551][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_612' which is static to it. Aborting.
[2023.03.30-11.29.38:551][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_613' which is static to it. Aborting.
[2023.03.30-11.29.38:551][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_614' which is static to it. Aborting.
[2023.03.30-11.29.38:551][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_615' which is static to it. Aborting.
[2023.03.30-11.29.38:551][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_616' which is static to it. Aborting.
[2023.03.30-11.29.38:551][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_617' which is static to it. Aborting.
[2023.03.30-11.29.38:552][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_618' which is static to it. Aborting.
[2023.03.30-11.29.38:552][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_619' which is static to it. Aborting.
[2023.03.30-11.29.38:552][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_620' which is static to it. Aborting.
[2023.03.30-11.29.38:552][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_621' which is static to it. Aborting.
[2023.03.30-11.29.38:552][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_622' which is static to it. Aborting.
[2023.03.30-11.29.38:552][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_623' which is static to it. Aborting.
[2023.03.30-11.29.38:552][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_624' which is static to it. Aborting.
[2023.03.30-11.29.38:553][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_625' which is static to it. Aborting.
[2023.03.30-11.29.38:553][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_626' which is static to it. Aborting.
[2023.03.30-11.29.38:553][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_627' which is static to it. Aborting.
[2023.03.30-11.29.38:554][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_628' which is static to it. Aborting.
[2023.03.30-11.29.38:554][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_629' which is static to it. Aborting.
[2023.03.30-11.29.38:554][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_630' which is static to it. Aborting.
